# NFL 2026 Week 2 — REAL SPORTSBOOK BOARD, transcribed from operator screenshots.
# Authoritative grading input. No consensus/nflverse/search value substituted anywhere.
# Screenshot labels kickoffs 'EST'; on 2026-09-20 US Eastern is EDT (UTC-4), so -04:00 is used.
game_id,season,week,kickoff,away_team,home_team,team,spread,total,sportsbook,captured_at,source_reference,raw_source_value,notes
2026_02_PHI_TEN,2026,2,2026-09-20T13:00:00-04:00,PHI,TEN,TEN,7,39,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,TEN +7 (o/u 39),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_LV_LAC,2026,2,2026-09-20T16:05:00-04:00,LV,LAC,LV,6.5,43.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,LV +6.5 (o/u 43.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_LV_LAC,2026,2,2026-09-20T16:05:00-04:00,LV,LAC,LAC,-6.5,43.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,LAC -6.5 (o/u 43.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_JAX_DEN,2026,2,2026-09-20T16:05:00-04:00,JAX,DEN,JAX,3,45.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,JAX +3 (o/u 45.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_JAX_DEN,2026,2,2026-09-20T16:05:00-04:00,JAX,DEN,DEN,-3,45.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,DEN -3 (o/u 45.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_WAS_DAL,2026,2,2026-09-20T16:25:00-04:00,WAS,DAL,WAS,4,50.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,WAS +4 (o/u 50.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_WAS_DAL,2026,2,2026-09-20T16:25:00-04:00,WAS,DAL,DAL,-4,50.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,DAL -4 (o/u 50.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_SEA_ARI,2026,2,2026-09-20T16:25:00-04:00,SEA,ARI,SEA,-4,41,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,SEA -4 (o/u 41),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_SEA_ARI,2026,2,2026-09-20T16:25:00-04:00,SEA,ARI,ARI,4,41,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,ARI +4 (o/u 41),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_MIA_SF,2026,2,2026-09-20T16:25:00-04:00,MIA,SF,MIA,13,45,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,MIA +13 (o/u 45),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_MIA_SF,2026,2,2026-09-20T16:25:00-04:00,MIA,SF,SF,-13,45,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,SF -13 (o/u 45),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_IND_KC,2026,2,2026-09-20T20:20:00-04:00,IND,KC,IND,6.5,46.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,IND +6.5 (o/u 46.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_IND_KC,2026,2,2026-09-20T20:20:00-04:00,IND,KC,KC,-6.5,46.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,KC -6.5 (o/u 46.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_NYG_LA,2026,2,2026-09-21T20:15:00-04:00,NYG,LA,NYG,7,48,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,NYG +7 (o/u 48),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_NYG_LA,2026,2,2026-09-21T20:15:00-04:00,NYG,LA,LA,-7,48,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,LA -7 (o/u 48),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
